Title,Authors,ISBN10,ISBN13,Biblionumber,PublisherName
"Acharya atre pratibha ani pratima (shatasamvatsari samalochak grantha) आचार य अत र प रतिभा आणि प रतिमा (शातासंवात सरी समाल चक ग रंथ)","Pai, Shirish Ani Itar (Sampa.)",,,13572,Prestige
"Introduce Yourself to Life Insurance : Book 1","Life Underwriters Ass. of Canada",0921219598,9780921219590,10057,"The Life Underwriter Association of Canada"
"Achieving Excellence","Vakil, Tarjani",007462489X,9780074624890,3410,"Tata Mcgraw Hill"
"Achieving Harmonious Industrial Relations","Chaturvedi, Abha",,,14217,"The Times Research Foundation"
"Achieving managerial excellence","Bhattacharyya S. K",,,8759,"Macmillan India"
"Achieving Peak Performance","Qubein, Nido R.",096362685X,9780963626851,10318,"Best Sellers Publication"
"Achieving Results Through Time Management","Atkinson, Philip E",,,20979,"Pitman Publishing"
"Acoounting and analysis: the Indian experience: 2004, edn.2",,,,25216,
"Acronis true image echo enterprise server",Acronis,,,25711,
"Acronis true image echo workstation",Acronis,,,25464,
"Acronis true image server fo linux",Acronis,,,25483,
"Acted study materials","Actuarial Education Company",,,4846,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4847,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4848,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4849,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4850,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4851,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4852,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4853,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4854,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4855,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4856,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4857,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4858,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4859,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4860,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4861,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4862,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4863,"Actuarial Education Company"
"Acted study materials","Actuarial Education Company",,,4864,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4865,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4866,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4867,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4868,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4869,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4870,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4871,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4872,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4873,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4874,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4875,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4876,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4877,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4878,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4879,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4880,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4881,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4882,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4883,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4884,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4885,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4886,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4887,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4888,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4889,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4890,"Actuarial Education Company"
"Recommendations of the Educational Committee. 6th Ed., 1927","Actuarial Education",,,4891,"Actuarial Education Company"
"Acting under Uncertainty","Von Furstenberg, George",9401578737,9789401578738,6108,"Kluwer Academic Publishers"
"Action-centred Leadership","Adair, John.",,,3319,"Gower Press"
"Active Asset Allocation","Arnott, R.D. [Et.al]",,,8178,Probus
"Active Asset Allocation","Good, Water R. [Et.al]",,,2094,"Mcgraw Hill"
"Active couple: CD01",,,,25207,
"Active Learning","Silberman, Mel [Et.al]",0205178669,9780205178667,4141,"Ben Johnston"
"Active Learning","Baldwin, Jill & Williams, Hank",0631162690,9780631162698,4142,Blackwell
"Active Portfolio Management: A Quantitative Approach for Producing Superior Returns and Selecting Superior Returns and Controlling Risk","Grinold, R.C. [Et.al]",007137695X,9780071376952,21212,"S. Chand"
"101 Ways to Make Training Active","Silberman, Mel",1118046692,9781118046692,14007,"Ben Johnston"
"The Activities of the Special Programme on Insurance","United Nations Conference On Trade and Development",,,18097,Unctad
"Acts of Faith","Segal, Erich",1444768492,9781444768497,19412,Bantom
"Acts of Love","Michael, Judith",0345480376,9780345480378,1493,"Lvy Books"
"Acts of War","Clancy, Tom [Et.al]",,,15945,"Harper Collins"
"Proceedings of the Casualty Actuarial Society","Actuarial Profession",,,258,"Faculty of Actuaries and Institute of Actuaries"
"Proceedings of the Casualty Actuarial and Statistical Society of America","Actuarial Profession",,,2110,"Faculty of Actuaries and Institute of Actuaries"
"Actuarial directory 2005","Institute of Actuaries",,,8927,"Institute of Actuaries"
"Actuarial directory 2007","Institute of Actuaries",,,21635,"Institute of Actuaries"
"Actuarial glossary",,,,23137,"National Insurance Academy"
"Actuarial investigations","Luffrum, Graham",,,2194,"Inst. of Actuaries"
"Actuarial management of a unit - linked office","Iqbal, M.",,,5575,"Institute of Actuaries"
"Actuarial principles and practice",ICRIM,,,876,"Institute of Certified Risk and Insurance Managers"
"Actuarial principles and practice",ICRIM,,,877,"Institute of Certified Risk and Insurance Managers"
"Actuarial profession in the european communities","Wilkie, A.D.",,,7773,"Institute of Acturies"
"Actuarial society of India study material 2004",ASI,,,23083,"ACTUARIAL SOCIETY OF INDIA"
"Actuarial society of India study material 2005",ASI,,,22698,"ACTUARIAL SOCIETY OF INDIA"
"Actuary India","Sharma, Sunil",,,33742,"Institute of Actuaries of India"
"Actuary- protector of a general insurer's balance sheet (5 february 2002)","Finnis, Dave",,,10233,"Actuarial Society of India"
"Acturial society of India",ASI,,,1217,"Acturial Society of India"
"Acturial society of India tution course - life contingencies (2","Institute of Actuaries",,,11292,
"Ad 2001","Abdelsamad, M.H. [Et.al]",,,17507,Sam
ADAM,"Matkari, Ratnakar.",8184982941,9788184982947,17660,"Akshar Prakashan"
"The Adaptive Corporation","Toffler, Alvin",0553253832,9780553253832,20963,"Pan Books"
"The Adaptive Economy","Killick, Tony",0821321250,9780821321256,7213,"World Bank"
"Command Generator Tracker Based Direct Model Reference Adaptive Control of a PUMA 560 Manipulator",Swift,,,13945,"Elsevier Science"
"Adding more to life---","Parekh, Bharat",,,1035,"Bharat Parekh"
"Addressing the challenge of global ageing- funding issues and insurance solutions","Liedtke, Patrick M.",,,9950,"Geneva Association"
"Adeshi अद शी","Bhende, S.",,,13325,Hans
"Adhantari अधान तरी","Dalvi, Jayavanta",,,12070,Majestic
"Adhiraj अधिराज","Shetye, Chandrahas",,,4588,"Mehul Prakashan"
"Adhunik bharatache shilapakar आधुनिक भारताच शिल पकार","Limaye, Madhu",,,20591,"Gopal Mokashi"
"Adjusting to Reality","Klitgaard, R.",1000410609,9781000410600,18550,"Tata Mcgraw Hill"
"EMU Rules","Torres, F. [Et.al]",,,18908,"Cambridge University Press"
"Adjustment, Behavior, and Personality","Goodstein, Leonard [Et.al]",,,6919,"Addison Wesley"
"Admin Special [September 2003]","Linux For You",,,25682,
"Business Administration","Shaw, Josephine",0273032135,9780273032137,14961,"Mc Donald and Evans"
"Principles of Administrative and Supervisory Management","Morgan, J. E.",,,6636,"Prentice Hall"
"India Panchayati Raj Report 2001","National Institute of Rural Development",,,9000,NIRD
"Administrative atlas of India","Chandramouli, C.",,,20627,"Office of The Registrar General, India"
"Administrative Behavior, 4th Edition","Simon, H.A.",0684835827,9780684835822,7681,"Free Press"
"Administrative Behavior, 4th Edition","Simon, H. A.",0684835827,9780684835822,7682,"The Free Press Cdlien Macmillan Publishing"
"Administrative chrges for funded pensions","Whitehouse, Edward",,,9716,"World Bank"
"Administrative Justice and the Unemployed","Fulbrook, Julian",,,12778,"Mansell Informaiton Publishing"
"Administrative Policy","Bennett, Earl D.",,,8208,"Charles E. Merrill Pub."
"The Administrative Process","Robbins, Stephen P.",,,21949,"Prentice Hall of India"
"Adnyat zaryavar ratri अज ञात झऱ यावर रात री","Dhere, Aruna",,,204,Navchaitanya
"Adobe Acrobat 4.0 (Original CD)",,,,24513,
"Adobe Acrobat 8 professional windows",,,,24638,
"Adobe Acrobat 6.0 Standard",Adobe,2744080896,9782744080890,22463,"Adobe Systems Incorporated"
"Adobe creative suite 3  flash: video workshop (Software DVD)",,,,22787,
"Adobe creative suite 3- Photoshop: video workshop (Software DVD)",,,,22906,
"Adobe creative suite 3: video workshop (Software DVD)",,,,23771,
"Adobe flash CS3 professional windows (DVD)",,,,22678,
"Adobe flash CS3 professional windows (Software DVD)",,,,24201,
"Adobe Page Make 6.5 Plus - Content (Original CD)",,,,23768,
"Adobe Page Maker 5.0 (Original CD)",,,,25326,
"Adobe Page Maker 6.5 Plus - Application (Original CD)",,,,23370,
"Adobe Page Maker 6.5 Plus - Application (Original)",,,,25674,
"Adobe Page Maker 6.5 Plus - Content (Original CD)",,,,22704,
"Adobe Page Maker 6.5 Plus (set of two CDs)",,,,25504,
"Adobe Page Maker 6.5 Plus Application (Original CD)",,,,22947,
"Adobe Page Maker 6.5 Plus Content (Original CD)",,,,25567,
"Adobe Page Mill 3.0 (Original CD)",,,,23714,
"Adobe Photoshop 6.0",,,,22613,
"Adobe photoshop CS3 extended windows (DVD)",,,,24402,
"Adobee Acrobat 4.0",RU,,,22615,
"Adult Education","Kundu, C.L.",,,20894,"Sterling Publishers"
"The Adult Learner","Knowles, Malcom",1136346139,9781136346132,15084,"Gult Publication"
"Financial Accounting","Gupta, Rup Ram [Et.al]",8180547329,9788180547324,12459,"Agra Book Store"
"Advanced Financial Accounting & Software","Reddy, R.J.P.",8176486647,9788176486644,10165,"Ashish Publishing"
"Advanced accounting","Batliboi, J.R.",,,5793,"Standard Accountancy Publications"
"Financial Accounting","Monga, J. R.",817198052X,9788171980529,5794,"Mayoor Publisher"
"Advanced Calculus","Widder, D.V.",0486661032,9780486661032,22073,
"Advanced Cost Accounting","Lall Nigam [Et.al]",,,20646,"Himalaya Publishing"
"Advanced dos","Hyman, M.",,,4534,"BPB Publication"
"Advanced Financial Accounting","Baker R.E. [Et.al]",,,13511,
"Advanced Graphics Programming C and C++","Stevens, R.T. [Et.al]",817029228X,9788170292289,4122,"BPB Publication"
"Advanced Indexing and Abstracting Practices","Riaz, M.",8171561063,9788171561063,17429,"Gulshan Publisher"
"Advanced Interest Rate and Currency Swaps","Dattatreya, R.E. [Et.al]",,,4301,Probus
"The Internet For Dummies","Levine, J.R. [Et.al]",1118051394,9781118051399,1703,"Comdex Computer Publishing"
"Advanced Management Accounting","Kaplan, Roberts",,,12396,"Prentice Hall of India"
"Advanced Ms Dos Programming","Duncan, R.",8170294851,9788170294856,13773,"BPB Publication"
"Advanced programme's guide","Castro, Luis",,,12472,
"Advanced Programmer's Guide to UNIX System V.","Thomas, R. and Others",0070991847,9780070991842,11666,"Mcgraw Hill"
"Advanced Programming in the Unix Environment","Stevens, W.R.",8131762556,9788131762554,10654,
"Advanced selling strategies",,,,22656,
"Advanced Selling Strategies - Part II",,,,25718,
"Advanced TCP/IP (CD)",,,,24857,"PENTAMEDIA GRAPHICS LIMITED"
"Advanced Techniques in DBASE III PLUS","Simpson, Alan",0895883694,9780895883698,16924,
"Advanced Unix Tm: a Programmer's Guide","Prata, Stephen",8170291070,9788170291077,5576,"BPB Publications"
"UNIX For Dummies","Levine, J.R. [Et.al]",1118043901,9781118043905,11332,"Comdex Computer Publishing"
"VisualBasic .NET For Dummies","Wang, Wallace",0764508679,9780764508677,37,"Pustak Mahal"
"Advances in developing human resources",,,,33922,"Sage Publication"
"Advances in developing human resources",,,,33923,"Sage Publications"
"Advances in Horticulture and Forestry","Singh, S.P. Ed.",,,7183,"Scientific Publication"
"Advances in Horticulture and Forestry","Singh, S.P. Ed.",,,7184,"Scientific Publications"
"Comparative Management","Benjamin Prasad, S. Ed.",0891970983,9780891970989,5265,"Jai Press"
"The Advent of Advani","Kulkarni, Almaram",,,10537,"Aditya Prakashan"
"Adventure Stories for Boys",,,,25363,"PADU Publications Delhi"
"Adventure Stories for Girls",,,,25651,"PADU Publications Delhi"
"Adventures in Ray Tracing","Hermida, A.",1565295552,9781565295551,20353,Que
"Adventures of a Bystander","Drucker, Peter F.",1351533762,9781351533768,4659,"Allied Publishers"
"The Complete Adventures of Feluda","Ray, Satyajit",9352141164,9789352141166,6154,"Penguin Books"
"The Complete Adventures of Feluda","Ray, Satyajit",9352141164,9789352141166,6155,Penguin
"The Adventures of Huckleberry Finn - Mark Twain","Twain, Mark",3985514119,9783985514113,21845,
"The Adventures of Tom Sawyer","Twain, Mark",,,12002,"Rupa &"
Advertisements,"Narasimhan, S.",,,17760,Cerc
Advertising,"Wells William",,,14813,"Person Prentice Hall"
Advertising,"Wells and Others.",,,14815,"Prentice Hall"
"Frontiers of Advertising Theory and Research","Sandage, C.H.",,,14816,"Richard Irwin Inc."
